order_id,customer_id,order_date,order_time,delivered_date,delivered_time,delivery_address,driver_id,total_price,delivery_fee,discount,final_price,order_rating
30765,8760,8/21/2022 0:00,14:19:00,8/21/2022,14:39:00,9 Northview Terrace,107,14,5,1.4,17.6,1.47215607772727
30766,455,8/21/2022 0:00,14:28:00,8/21/2022,14:54:00,9 Ashland Avenue,41,24,3,4.800000000000001,22.2,5
30767,3708,8/21/2022 0:00,14:33:00,8/21/2022,14:55:00,40 Columbus Lane,188,16,5,0,21,5
30768,808,8/21/2022 0:00,14:35:00,8/21/2022,14:56:00,18 Lake Shore Drive,2,30,0,3,27,2.863297503392476
30769,7012,8/21/2022 0:00,14:36:00,8/21/2022,15:02:00,33 High Street,202,66,0,13.2,52.8,2.171492381576916
30770,2129,8/21/2022 0:00,14:39:00,8/21/2022,15:05:00,5 Highland Road,137,21,3,4.2,19.8,2.812273717296332
30771,4662,8/21/2022 0:00,14:40:00,8/21/2022,15:10:00,73 Longview Avenue,181,66,0,13.2,52.8,4.0230256076405695
30772,66,8/21/2022 0:00,14:52:00,8/21/2022,15:13:00,54 Lincoln Avenue,219,7,5,0,12,2.052704524990682
30773,167,8/21/2022 0:00,14:53:00,8/21/2022,15:17:00,3 Highland Road,49,22,3,2.2,22.8,2.32977684501232
30774,9221,8/21/2022 0:00,14:54:00,8/21/2022,15:17:00,14 Cherrywood Drive,122,30,0,3,27,2.328490511433852
30775,2158,8/21/2022 0:00,14:55:00,8/21/2022,15:20:00,50 Birchwood Lane,103,9,5,1.8,12.2,4.120435173302039
30776,2354,8/21/2022 0:00,15:07:00,8/21/2022,15:30:00,23 Maplewood Drive,192,19,5,0,24,2.142049567589491
30777,2109,8/21/2022 0:00,15:15:00,8/21/2022,15:33:00,46 Cherry Hill Road,27,8,5,0,13,3.9324572418102512
30778,8345,8/21/2022 0:00,15:16:00,8/21/2022,15:39:00,47 Ridgeview Drive,95,46,0,0,46,2.403460220068909
30779,9094,8/21/2022 0:00,15:18:00,8/21/2022,15:42:00,52 Walnut Avenue,147,12,5,1.2000000000000002,15.8,2.642931866181249
30780,7195,8/21/2022 0:00,15:21:00,8/21/2022,15:44:00,40 Oakwood Drive,130,33,0,6.6000000000000005,26.4,3.687611619753175
30781,7798,8/21/2022 0:00,15:27:00,8/21/2022,15:47:00,24 Parkside Lane,58,9,5,0,14,2.0790714702222584
30782,6758,8/21/2022 0:00,15:27:00,8/21/2022,15:50:00,47 Locust Lane,185,70,0,7,63,5
30783,7109,8/21/2022 0:00,15:35:00,8/21/2022,16:01:00,27 Hickory Drive,63,15,5,0,20,3.691332769206465
30784,8704,8/21/2022 0:00,15:36:00,8/21/2022,16:01:00,76 Oakwood Lane,235,50,0,0,50,1.7652564079182418
30785,3491,8/21/2022 0:00,15:44:00,8/21/2022,16:09:00,58 Ridgeview Drive,100,24,3,4.800000000000001,22.2,3.159619528580359
30786,6891,8/21/2022 0:00,15:58:00,8/21/2022,16:18:00,20 Park Lane,110,22,3,2.2,22.8,3.2413190920956936
30787,750,8/21/2022 0:00,16:04:00,8/21/2022,16:30:00,29 Magnoli,81,144,0,28.8,115.2,3.644526975620818
30788,7249,8/21/2022 0:00,16:05:00,8/21/2022,16:32:00,35 Beechwood Avenue,238,12,5,0,17,5
30789,7497,8/21/2022 0:00,16:15:00,8/21/2022,16:32:00,33 Northview Road,236,33,0,6.6000000000000005,26.4,4.0450049842138895
30790,5023,8/21/2022 0:00,16:15:00,8/21/2022,16:35:00,33 Rosedale Avenue,223,27,2.5,5.4,24.1,3.6832538086557465
30791,11,8/21/2022 0:00,16:17:00,8/21/2022,16:44:00,71 Sunnyside Avenue,135,14,5,1.4,17.6,4.946017108147642
30792,3983,8/21/2022 0:00,16:18:00,8/21/2022,16:47:00,79 Meadow Lane,160,42,0,8.4,33.6,5
30793,1041,8/21/2022 0:00,16:24:00,8/21/2022,16:51:00,12 Pinehurst Drive,71,12,5,0,17,3.699239951828978
30794,3936,8/21/2022 0:00,16:33:00,8/21/2022,16:54:00,47 Oak Hill Drive,59,7,5,0,12,4.413792783125534
30795,1788,8/21/2022 0:00,16:36:00,8/21/2022,16:56:00,40 Fairway Drive,4,7,5,0,12,2.5531792914233007
30796,8276,8/21/2022 0:00,16:37:00,8/21/2022,16:58:00,58 Brookside Avenue,236,16,5,1.6,19.4,4.80026509611972
30797,3062,8/21/2022 0:00,16:40:00,8/21/2022,17:07:00,54 Garden Avenue,58,9,5,0,14,4.092702588023323
30798,4780,8/21/2022 0:00,16:41:00,8/21/2022,17:13:00,63 Pine Street,57,16,5,0,21,4.793749558443949
30799,1438,8/21/2022 0:00,16:50:00,8/21/2022,17:14:00,75 Jefferson Avenue,137,36,0,7.2,28.8,3.561136184052161
30800,3215,8/21/2022 0:00,16:57:00,8/21/2022,17:16:00,37 Locust Lane,125,38,0,0,38,3.6189976967105912
30801,8877,8/21/2022 0:00,17:05:00,8/21/2022,17:28:00,6 Maple Lane,39,22,3,2.2,22.8,2.97190564442461
30802,5918,8/21/2022 0:00,17:07:00,8/21/2022,17:32:00,8 Columbus Lane,15,78,0,15.6,62.4,5
30803,2041,8/21/2022 0:00,17:07:00,8/21/2022,17:33:00,42 Elmwood Place,170,36,0,0,36,1.4277583161671443
30804,5226,8/21/2022 0:00,17:16:00,8/21/2022,17:34:00,66 Jefferson Lane,48,22,3,2.2,22.8,1.8017222214010364
30805,7640,8/21/2022 0:00,17:16:00,8/21/2022,17:39:00,11 Ridgeview Drive,3,9,5,1.8,12.2,4.836493076934901
30806,7295,8/21/2022 0:00,17:16:00,8/21/2022,17:43:00,56 Cherrywood Drive,151,15,5,0,20,3.72124549985602
30807,6777,8/21/2022 0:00,17:17:00,8/21/2022,17:49:00,43 Longview Avenue,153,9,5,1.8,12.2,4.30134391978762
30808,4284,8/21/2022 0:00,17:26:00,8/21/2022,17:51:00,12 Belmont Avenue,99,16,5,0,21,4.875113182890698
30809,5523,8/21/2022 0:00,17:27:00,8/21/2022,17:52:00,53 Woodbine Street,30,27,2.5,5.4,24.1,3.3262226108446806
30810,9009,8/21/2022 0:00,17:27:00,8/21/2022,18:01:00,22 Linden Lane,43,6,5,0.6000000000000001,10.4,3.885613757224817
30811,9822,8/21/2022 0:00,17:41:00,8/21/2022,18:02:00,35 Cedar Terrace,174,39,0,7.800000000000001,31.2,4.462561048642338
30812,3742,8/21/2022 0:00,17:42:00,8/21/2022,18:12:00,75 Hickory Drive,249,50,0,0,50,3.3989432515359264
30813,8457,8/21/2022 0:00,17:47:00,8/21/2022,18:15:00,64 Vineyard Drive,75,27,2.5,5.4,24.1,1.5668613792074826
30814,6704,8/21/2022 0:00,17:53:00,8/21/2022,18:16:00,52 Applewood Drive,85,9,5,1.8,12.2,4.186273117065356
30815,8746,8/21/2022 0:00,17:55:00,8/21/2022,18:20:00,4 Pineview Road,92,6,5,0.6000000000000001,10.4,4.034481959269565
30816,6956,8/21/2022 0:00,18:00:00,8/21/2022,18:20:00,38 Longview Avenue,106,78,0,7.800000000000001,70.2,1.652996503513651
30817,5,8/21/2022 0:00,18:02:00,8/21/2022,18:27:00,56 Broad Street,43,15,5,3,17,5
30818,2697,8/21/2022 0:00,18:10:00,8/21/2022,18:33:00,6 Prospect Avenue,140,39,0,7.800000000000001,31.2,1.90096279934999
30819,8466,8/21/2022 0:00,18:14:00,8/21/2022,18:38:00,35 Southview Lane,126,18,5,3.6,19.4,3.370424270263197
30820,1684,8/21/2022 0:00,18:18:00,8/21/2022,18:42:00,76 Forest Avenue,249,38,0,3.8,34.2,3.417742055289056
30821,1308,8/21/2022 0:00,18:22:00,8/21/2022,18:48:00,28 Cedar Lane,151,14,5,1.4,17.6,1.4971528762491015
30822,7237,8/21/2022 0:00,18:22:00,8/21/2022,18:51:00,61 Valley Road,91,11,5,0,16,5
30823,7736,8/21/2022 0:00,18:23:00,8/21/2022,18:51:00,73 Oak Hill Drive,64,21,3,4.2,19.8,4.157942891603959
30824,2144,8/21/2022 0:00,18:28:00,8/21/2022,18:54:00,42 Pineview Lane,150,18,5,1.8,21.2,5
30825,9702,8/21/2022 0:00,18:33:00,8/21/2022,18:55:00,54 Holly Avenue,213,33,0,6.6000000000000005,26.4,3.09037591605672
30826,4405,8/21/2022 0:00,18:35:00,8/21/2022,18:55:00,15 Oak Hill Drive,200,14,5,1.4,17.6,1.9093053131827395
30827,2733,8/21/2022 0:00,18:36:00,8/21/2022,18:56:00,39 Lexington Place,231,24,3,2.4000000000000004,24.6,4.052093196667247
30828,7286,8/21/2022 0:00,18:39:00,8/21/2022,19:02:00,67 Lincoln Avenue,32,35,0,0,35,3.1401468851767094
30829,8828,8/21/2022 0:00,18:46:00,8/21/2022,19:09:00,15 Brookdale Avenue,51,13,5,0,18,5
30830,6678,8/21/2022 0:00,18:52:00,8/21/2022,19:13:00,44 Newbury Way,67,24,3,4.800000000000001,22.2,4.052032210785575
30831,4517,8/21/2022 0:00,18:53:00,8/21/2022,19:17:00,35 Broad Street,168,15,5,3,17,2.029727236748366
30832,8342,8/21/2022 0:00,18:56:00,8/21/2022,19:18:00,70 Vine Street,207,12,5,1.2000000000000002,15.8,2.6480009913518585
30833,4616,8/21/2022 0:00,19:02:00,8/21/2022,19:23:00,3 Beechwood Avenue,152,9,5,1.8,12.2,5
30834,3486,8/21/2022 0:00,19:06:00,8/21/2022,19:26:00,68 Oakdale Court,187,5,5,0,10,3.967090601007429
30835,8955,8/21/2022 0:00,19:11:00,8/21/2022,19:26:00,63 Kingston Way,129,12,5,1.2000000000000002,15.8,4.094130305111827
30836,8696,8/21/2022 0:00,19:12:00,8/21/2022,19:28:00,71 Pineview Road,172,16,5,1.6,19.4,1.6200498912665369
30837,8690,8/21/2022 0:00,19:13:00,8/21/2022,19:38:00,23 Holly Avenue,153,32,0,3.2,28.8,4.552096364925412
30838,456,8/21/2022 0:00,19:22:00,8/21/2022,19:44:00,5 Meadow Lane,67,33,0,6.6000000000000005,26.4,1.6276310249058188
30839,2773,8/21/2022 0:00,19:24:00,8/21/2022,19:47:00,40 Broadview Avenue,106,3,5,0,8,4.648605657917844
30840,4711,8/21/2022 0:00,19:24:00,8/21/2022,19:49:00,37 Kingston Way,177,15,5,3,17,2.428987624070475
30841,1272,8/21/2022 0:00,19:25:00,8/21/2022,19:52:00,76 Greenfield Terrace,156,12,5,0,17,1.7879636014309637
30842,7027,8/21/2022 0:00,19:42:00,8/21/2022,20:02:00,74 Broadview Avenue,102,36,0,0,36,1.8658357551285365
30843,8578,8/21/2022 0:00,19:45:00,8/21/2022,20:05:00,73 Highland Drive,11,22,3,2.2,22.8,3.92362206999039
30844,4240,8/21/2022 0:00,19:50:00,8/21/2022,20:09:00,72 Parkview Terrace,147,50,0,0,50,1.766142577729478
30845,4114,8/21/2022 0:00,19:51:00,8/21/2022,20:10:00,20 Woodbine Street,5,36,0,7.2,28.8,2.637661331842789
30846,3379,8/21/2022 0:00,19:52:00,8/21/2022,20:11:00,18 Rosedale Avenue,198,34,0,3.4000000000000004,30.6,4.094366124873181
30847,130,8/21/2022 0:00,19:54:00,8/21/2022,20:22:00,25 Lakeview Drive,247,6,5,0.6000000000000001,10.4,4.62560008243573
30848,8332,8/21/2022 0:00,19:55:00,8/21/2022,20:23:00,54 Lake Shore Drive,222,8,5,0,13,4.632720229325622
30849,4942,8/21/2022 0:00,19:56:00,8/21/2022,20:24:00,6 Washington Avenue,139,33,0,6.6000000000000005,26.4,1.4376712584077125
30850,7946,8/21/2022 0:00,20:00:00,8/21/2022,20:25:00,77 Valley Road,31,30,0,6,24,2.1843202273935933
30851,974,8/21/2022 0:00,20:01:00,8/21/2022,20:33:00,52 Grant Avenue,79,14,5,1.4,17.6,5
30852,948,8/21/2022 0:00,20:11:00,8/21/2022,20:34:00,46 Willow Street,144,150,0,30,120,4.632541900423248
30853,4075,8/21/2022 0:00,20:11:00,8/21/2022,20:36:00,38 Linden Lane,163,24,3,4.800000000000001,22.2,2.657058697933424
30854,9986,8/21/2022 0:00,20:19:00,8/21/2022,20:42:00,41 Springdale Road,215,9,5,0,14,2.803826047207715
30855,6230,8/21/2022 0:00,20:20:00,8/21/2022,20:44:00,72 Fairview Drive,13,9,5,1.8,12.2,1.484362817517391
30856,5954,8/21/2022 0:00,20:20:00,8/21/2022,20:45:00,73 Oakwood Drive,244,12,5,0,17,2.9846364507439884
30857,841,8/21/2022 0:00,20:33:00,8/21/2022,20:55:00,36 Chestnut Avenue,37,48,0,9.6,38.4,4.771186683192418
30858,601,8/21/2022 0:00,20:41:00,8/21/2022,21:02:00,64 Walnut Avenue,30,27,2.5,5.4,24.1,4.695290992596419
30859,4859,8/21/2022 0:00,20:47:00,8/21/2022,21:10:00,56 Southview Lane,136,14,5,1.4,17.6,1.6409551025296012
30860,1289,8/21/2022 0:00,20:48:00,8/21/2022,21:13:00,56 Broadview Avenue,150,9,5,0,14,4.170010501955652
30861,9723,8/21/2022 0:00,20:48:00,8/21/2022,21:13:00,57 Cherry Hill Road,130,5,5,0,10,5
30862,6494,8/21/2022 0:00,20:53:00,8/21/2022,21:13:00,37 Fairview Avenue,116,26,2.5,2.6,25.9,4.635290736411408
30863,5924,8/21/2022 0:00,20:56:00,8/21/2022,21:25:00,54 Ridgeview Drive,40,14,5,1.4,17.6,4.9932169786699445
30864,3088,8/21/2022 0:00,21:07:00,8/21/2022,21:31:00,79 Grant Street,153,22,3,2.2,22.8,3.596849181103857
30865,5436,8/21/2022 0:00,21:11:00,8/21/2022,21:34:00,70 Park Avenue,175,100,0,10,90,4.74145374317784
30866,9684,8/21/2022 0:00,21:12:00,8/21/2022,21:35:00,72 Fairmount Road,97,14,5,1.4,17.6,4.349439620088951
30867,9616,8/21/2022 0:00,21:14:00,8/21/2022,21:36:00,3 Walnut Street,22,13,5,0,18,2.387643076651316
30868,1377,8/21/2022 0:00,21:18:00,8/21/2022,21:40:00,70 Jefferson Lane,124,7,5,0,12,2.3601131417415018
30869,7632,8/21/2022 0:00,21:20:00,8/21/2022,21:45:00,20 Jefferson Street,23,26,2.5,2.6,25.9,1.7439325403321528
30870,4007,8/21/2022 0:00,21:28:00,8/21/2022,21:49:00,68 Lexington Place,133,6,5,0,11,4.958410932310813
30871,2678,8/21/2022 0:00,21:29:00,8/21/2022,21:51:00,66 Grant Avenue,236,20,3,0,23,4.61490693194042
30872,5349,8/21/2022 0:00,21:31:00,8/21/2022,21:53:00,51 Valley View Road,71,10,5,1,14,2.791756954493855
30873,3436,8/21/2022 0:00,21:35:00,8/21/2022,22:00:00,68 Elmwood Road,58,27,2.5,5.4,24.1,2.744592390623016
30874,9461,8/21/2022 0:00,21:37:00,8/21/2022,22:04:00,77 Lincoln Circle,218,16,5,1.6,19.4,4.371326721621664
30875,9871,8/21/2022 0:00,21:40:00,8/21/2022,22:07:00,19 Forest Drive,162,3,5,0,8,5
30876,1809,8/21/2022 0:00,21:46:00,8/21/2022,22:11:00,51 Cherry Hill Road,57,12,5,1.2000000000000002,15.8,1.891816080961945
30877,2975,8/21/2022 0:00,21:47:00,8/21/2022,22:14:00,66 Jefferson Avenue,101,36,0,7.2,28.8,3.0474019793097216
30878,4799,8/21/2022 0:00,21:49:00,8/21/2022,22:19:00,33 Washington Avenue,9,3,5,0,8,5
30879,842,8/22/2022 0:00,0:01:00,8/22/2022,0:26:00,37 Pineview Lane,75,12,5,1.2000000000000002,15.8,1.6915925393636495
30880,8519,8/22/2022 0:00,0:09:00,8/22/2022,0:30:00,66 Oakwood Drive,145,6,5,0,11,1.5257215856827049
30881,7304,8/22/2022 0:00,0:15:00,8/22/2022,0:36:00,47 Beechwood Road,208,9,5,1.8,12.2,5
30882,7367,8/22/2022 0:00,0:16:00,8/22/2022,0:36:00,61 Columbus Lane,34,40,0,4,36,3.352751408186927
30883,238,8/22/2022 0:00,0:18:00,8/22/2022,0:37:00,61 Pineview Lane,206,24,3,2.4000000000000004,24.6,5
30884,2640,8/22/2022 0:00,0:18:00,8/22/2022,0:38:00,14 Beechwood Road,225,12,5,0,17,5
30885,7442,8/22/2022 0:00,0:19:00,8/22/2022,0:41:00,29 Sycamore Street,155,18,5,3.6,19.4,3.8196319929857223
30886,4581,8/22/2022 0:00,0:24:00,8/22/2022,0:48:00,39 Columbus Lane,158,18,5,1.8,21.2,5
30887,6809,8/22/2022 0:00,0:33:00,8/22/2022,0:56:00,1 Locust Street,52,33,0,6.6000000000000005,26.4,1.8175539571304564
30888,4937,8/22/2022 0:00,0:35:00,8/22/2022,0:58:00,37 Parkside Lane,245,100,0,10,90,2.399044410116601
30889,371,8/22/2022 0:00,0:36:00,8/22/2022,0:59:00,36 Parkview Road,119,10,5,0,15,1.472562600774903
30890,557,8/22/2022 0:00,0:42:00,8/22/2022,1:01:00,72 Eastlake Drive,182,42,0,8.4,33.6,1.8087799331575103
30891,2069,8/22/2022 0:00,0:42:00,8/22/2022,1:07:00,61 High Street,60,38,0,0,38,2.7169634955844235
30892,3967,8/22/2022 0:00,0:42:00,8/22/2022,1:07:00,6 Vine Street,171,9,5,1.8,12.2,2.2115927215437825
30893,5045,8/22/2022 0:00,0:43:00,8/22/2022,1:09:00,58 Birchwood Lane,15,5,5,0,10,4.297828205745651
30894,6216,8/22/2022 0:00,0:50:00,8/22/2022,1:14:00,55 Maple Avenue,153,8,5,0,13,1.984919292721088
30895,4957,8/22/2022 0:00,0:53:00,8/22/2022,1:16:00,31 Chestnut Avenue,108,15,5,3,17,3.568319552195603
30896,8833,8/22/2022 0:00,0:54:00,8/22/2022,1:16:00,53 Newbury Way,177,8,5,0,13,3.421563508225534
30897,4577,8/22/2022 0:00,0:58:00,8/22/2022,1:17:00,2 Fairview Avenue,18,16,5,1.6,19.4,4.112875113734601
30898,606,8/22/2022 0:00,1:00:00,8/22/2022,1:19:00,33 Madison Court,154,105,0,21,84,4.494800080848118
30899,3746,8/22/2022 0:00,1:02:00,8/22/2022,1:21:00,75 Springdale Road,189,16,5,1.6,19.4,3.71349926724814
30900,9420,8/22/2022 0:00,1:02:00,8/22/2022,1:21:00,53 Jefferson Street,34,22,3,2.2,22.8,3.826378485778896
30901,9802,8/22/2022 0:00,1:05:00,8/22/2022,1:27:00,79 Vineyard Drive,49,54,0,5.4,48.6,1.9035402185967407
30902,2229,8/22/2022 0:00,1:06:00,8/22/2022,1:30:00,44 Linden Avenue,129,27,2.5,5.4,24.1,2.8034666166008844
30903,4561,8/22/2022 0:00,1:13:00,8/22/2022,1:37:00,28 Willow Lane,129,12,5,1.2000000000000002,15.8,5
30904,5214,8/22/2022 0:00,1:17:00,8/22/2022,1:40:00,28 Forest Drive,79,14,5,1.4,17.6,4.733908464596943
30905,4152,8/22/2022 0:00,1:20:00,8/22/2022,1:41:00,34 Forest Avenue,46,12,5,0,17,4.158932735798581
30906,4612,8/22/2022 0:00,1:26:00,8/22/2022,1:45:00,29 Grove Street,82,34,0,3.4000000000000004,30.6,3.937289404752173
30907,1011,8/22/2022 0:00,1:29:00,8/22/2022,1:46:00,39 Riverside Drive West,104,39,0,7.800000000000001,31.2,2.3754860546768186
30908,8315,8/22/2022 0:00,1:39:00,8/22/2022,2:04:00,50 Park Lane,48,72,0,7.2,64.8,3.512308035555829
30909,4693,8/22/2022 0:00,1:40:00,8/22/2022,2:06:00,70 Locust Street,147,8,5,0,13,4.430884181681203
30910,1417,8/22/2022 0:00,1:41:00,8/22/2022,2:07:00,60 Birchwood Lane,13,5,5,0,10,3.978126593074833
30911,9704,8/22/2022 0:00,1:46:00,8/22/2022,2:13:00,63 Sunnyside Avenue,130,96,0,9.6,86.4,3.96516582159822
30912,5466,8/22/2022 0:00,1:52:00,8/22/2022,2:19:00,60 Parkview Avenue,248,18,5,3.6,19.4,4.370193223652857
30913,6360,8/22/2022 0:00,1:56:00,8/22/2022,2:23:00,2 Mainview Avenue,170,10,5,0,15,2.715772805743366
30914,9990,8/22/2022 0:00,2:00:00,8/22/2022,2:26:00,51 Meadow Lane,102,72,0,14.4,57.6,4.18905194699664
30915,9690,8/22/2022 0:00,2:06:00,8/22/2022,2:28:00,48 Park Avenue,249,17,5,0,22,4.870092988112434
30916,1813,8/22/2022 0:00,2:07:00,8/22/2022,2:32:00,66 Cherrywood Drive,45,21,3,4.2,19.8,1.46744685570927
30917,4888,8/22/2022 0:00,2:08:00,8/22/2022,2:32:00,18 Park Street,228,9,5,0,14,4.122836169019596
30918,5492,8/22/2022 0:00,2:09:00,8/22/2022,2:34:00,77 Springdale Road,167,3,5,0,8,3.45612929593386
30919,4980,8/22/2022 0:00,2:09:00,8/22/2022,2:35:00,57 Holly Avenue,196,34,0,3.4000000000000004,30.6,3.092154804858477
30920,4224,8/22/2022 0:00,2:14:00,8/22/2022,2:40:00,3 Hickory Lane,101,6,5,0,11,4.332616019919284
30921,8103,8/22/2022 0:00,2:20:00,8/22/2022,2:41:00,4 Broad Street,183,30,0,6,24,2.8775595692333105
30922,9256,8/22/2022 0:00,2:20:00,8/22/2022,2:51:00,23 Meadow Lane,199,33,0,6.6000000000000005,26.4,4.855429732032871
30923,5850,8/22/2022 0:00,2:26:00,8/22/2022,2:54:00,34 Elmwood Place,124,8,5,0,13,1.944171165795597
30924,4242,8/22/2022 0:00,2:30:00,8/22/2022,3:00:00,39 Elmwood Road,65,5,5,0,10,5
30925,8812,8/22/2022 0:00,2:34:00,8/22/2022,3:00:00,3 Cherry Hill Road,52,138,0,27.6,110.4,5
30926,5664,8/22/2022 0:00,2:37:00,8/22/2022,3:00:00,55 Northview Terrace,26,7,5,0,12,3.716233904614645
30927,3252,8/22/2022 0:00,2:48:00,8/22/2022,3:06:00,46 Sycamore Street,197,18,5,1.8,21.2,3.498732324041172
30928,8129,8/22/2022 0:00,2:50:00,8/22/2022,3:14:00,22 Garden Avenue,231,10,5,1,14,4.364151403090776
30929,6374,8/22/2022 0:00,3:02:00,8/22/2022,3:22:00,43 Greenfield Terrace,107,21,3,4.2,19.8,1.7827990067919304
30930,6105,8/22/2022 0:00,3:07:00,8/22/2022,3:24:00,20 High Street,21,24,3,4.800000000000001,22.2,4.729607798527192
30931,8135,8/22/2022 0:00,3:11:00,8/22/2022,3:37:00,30 Beech Street,182,18,5,1.8,21.2,1.8694471267211044
30932,2300,8/22/2022 0:00,3:13:00,8/22/2022,3:38:00,43 Birch Lane,197,24,3,2.4000000000000004,24.6,3.765647326512066
30933,1139,8/22/2022 0:00,3:17:00,8/22/2022,3:42:00,18 Fairmount Road,215,6,5,0,11,3.4122580120222805
30934,9773,8/22/2022 0:00,3:21:00,8/22/2022,3:43:00,31 Cherry Hill Road,43,22,3,2.2,22.8,1.7817491029486736
30935,3887,8/22/2022 0:00,3:21:00,8/22/2022,3:47:00,24 Willow Lane,100,22,3,2.2,22.8,3.490833316401979
30936,6418,8/22/2022 0:00,3:25:00,8/22/2022,3:50:00,24 Brookdale Avenue,115,9,5,0,14,3.061426714837628
30937,4957,8/22/2022 0:00,3:35:00,8/22/2022,3:53:00,31 Chestnut Avenue,223,39,0,7.800000000000001,31.2,2.9798112179411245
30938,7980,8/22/2022 0:00,3:38:00,8/22/2022,4:01:00,58 Madison Court,156,27,2.5,5.4,24.1,5
30939,4010,8/22/2022 0:00,3:38:00,8/22/2022,4:04:00,69 Pineview Road,12,70,0,7,63,4.3845503775360655
30940,558,8/22/2022 0:00,3:39:00,8/22/2022,4:07:00,19 Beech Street,184,100,0,10,90,4.433235132139562
30941,1337,8/22/2022 0:00,3:40:00,8/22/2022,4:10:00,50 Valley Road,102,5,5,0,10,4.2004389929761
30942,8378,8/22/2022 0:00,3:46:00,8/22/2022,4:12:00,79 Locust Lane,31,11,5,0,16,4.57200067095946
30943,2276,8/22/2022 0:00,3:47:00,8/22/2022,4:13:00,39 Pinehurst Road,210,11,5,0,16,2.6199051028507614
30944,2530,8/22/2022 0:00,3:53:00,8/22/2022,4:18:00,64 Hillcrest Road,92,14,5,1.4,17.6,4.323554411544136
30945,7211,8/22/2022 0:00,3:59:00,8/22/2022,4:21:00,73 Brookdale Avenue,227,9,5,1.8,12.2,1.7259369974666288
30946,6160,8/22/2022 0:00,3:59:00,8/22/2022,4:23:00,33 Oak Street,223,36,0,3.6,32.4,2.6279933838113303
30947,9220,8/22/2022 0:00,3:59:00,8/22/2022,4:24:00,40 Forest Drive,87,20,3,2,21,3.331772660074014
30948,7536,8/22/2022 0:00,4:00:00,8/22/2022,4:28:00,27 Elm Street,129,33,0,6.6000000000000005,26.4,2.964700898152499
30949,8599,8/22/2022 0:00,4:01:00,8/22/2022,4:28:00,57 Parkview Avenue,92,24,3,2.4000000000000004,24.6,2.0312826521852485
30950,4043,8/22/2022 0:00,4:04:00,8/22/2022,4:31:00,39 Oakdale Drive,166,30,0,3,27,3.759854826797557
30951,3485,8/22/2022 0:00,4:05:00,8/22/2022,4:33:00,75 Mainview Avenue,126,16,5,1.6,19.4,3.793343309556909
30952,1738,8/22/2022 0:00,4:07:00,8/22/2022,4:34:00,67 Eastlake Drive,8,12,5,1.2000000000000002,15.8,2.7042361562615413
30953,5469,8/22/2022 0:00,4:08:00,8/22/2022,4:35:00,33 Beechwood Road,39,21,3,4.2,19.8,3.536917336339254
30954,732,8/22/2022 0:00,4:14:00,8/22/2022,4:40:00,68 Willow Lane,220,30,0,6,24,2.8884051268938067
30955,9479,8/22/2022 0:00,4:23:00,8/22/2022,4:48:00,70 Brookdale Avenue,108,3,5,0,8,2.6070949128101413
30956,8372,8/22/2022 0:00,4:28:00,8/22/2022,4:49:00,14 Willow Lane,180,21,3,4.2,19.8,4.730265397705233
30957,4780,8/22/2022 0:00,4:34:00,8/22/2022,4:51:00,63 Pine Street,138,9,5,1.8,12.2,1.868184787372178
30958,7429,8/22/2022 0:00,4:34:00,8/22/2022,4:55:00,71 Brookdale Avenue,226,27,2.5,5.4,24.1,3.909145126925328
30959,453,8/22/2022 0:00,4:35:00,8/22/2022,4:58:00,27 Hillcrest Drive,72,9,5,1.8,12.2,2.1992065949707267
30960,2755,8/22/2022 0:00,4:41:00,8/22/2022,5:02:00,69 Chestnut Street,214,11,5,0,16,3.850786853038185
30961,200,8/22/2022 0:00,4:42:00,8/22/2022,5:03:00,43 Locust Street,92,14,5,1.4,17.6,2.143326431666096
30962,9338,8/22/2022 0:00,4:42:00,8/22/2022,5:06:00,23 Madison Court,226,8,5,0,13,4.395673260156049
30963,2341,8/22/2022 0:00,4:43:00,8/22/2022,5:11:00,71 Oak Hill Drive,53,16,5,1.6,19.4,2.486882542065759
30964,7725,8/22/2022 0:00,4:45:00,8/22/2022,5:12:00,1 Washington Avenue,181,32,0,3.2,28.8,3.899876291989247
30965,2167,8/22/2022 0:00,4:48:00,8/22/2022,5:13:00,4 Cedar Lane,194,20,3,2,21,2.3836034842341336
30966,7653,8/22/2022 0:00,4:49:00,8/22/2022,5:16:00,21 Applewood Drive,230,3,5,0,8,4.908157462020774
30967,7936,8/22/2022 0:00,4:49:00,8/22/2022,5:16:00,77 Fairmount Road,167,34,0,3.4000000000000004,30.6,3.392131501769546
30968,6861,8/22/2022 0:00,4:51:00,8/22/2022,5:17:00,64 Ridgeview Drive,29,54,0,10.8,43.2,2.868831286035934
30969,5706,8/22/2022 0:00,4:53:00,8/22/2022,5:18:00,37 Northview Road,17,18,5,1.8,21.2,2.662387624558129
30970,6099,8/22/2022 0:00,5:00:00,8/22/2022,5:24:00,77 Elmwood Terrace,52,5,5,0,10,3.0949843171291107
30971,1642,8/22/2022 0:00,5:01:00,8/22/2022,5:26:00,23 Pinehurst Road,48,150,0,30,120,1.5951165053333436
30972,5455,8/22/2022 0:00,5:04:00,8/22/2022,5:31:00,19 Holly Avenue,146,7,5,0,12,2.091744087822444
